Security Code	Security Id	Ticker	Security Name	Current Price	Market Capitalization	Company Type	Industry Type	Macro-Economic Indicator	Sector	Industry	Industry Subgroup Name
507155	JAGAJITIND	NSE:JAGAJITIND	Jagatjit Industries Ltd	199	930.972347	Micro Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
507180	KESARENT	NSE:KESARENT	Kesar Enterprises Ltd	9.37	94.4466004	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
507205	TI	NSE:TI	Tilaknagar Industries Ltd	480	9992.377515	Small Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
507265	EMERALL	NSE:EMERALL	Emerald Leisures Ltd	222	333.41292	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
507300	RAVALSUGAR	NSE:RAVALSUGAR	The Ravalgaon Sugar Farm Ltd	1054.95	35.8682983	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
507315	SAKHTISUG	NSE:SAKHTISUG	Sakthi Sugars Ltd	20.95	248.988664	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
507410	WALCHANNAG	NSE:WALCHANNAG	Walchandnagar Industries Ltd	170.4	1156.293765	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
507438	IFBAGRO	NSE:IFBAGRO	IFB Agro Industries Ltd	1015.2	958.20813	Micro Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
507474	KFBL	NSE:KFBL	Kothari Fermentation & Biochem Ltd	50.75	76.125	SME	Other Food Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Other Food Products
507486	CAPRO	NSE:CAPRO	Caprolactam Chemicals Ltd	42.82	19.6971998	SME	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
507488	GMBREW	NSE:GMBREW	GM Breweries Ltd	1229.7	2871.82428	Small Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
507490	RANASUG	NSE:RANASUG	Rana Sugars Ltd	14.31	219.9089417	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
507498	PICCASUG	NSE:PICCASUG	Piccadily Sugar & Allied Industries Ltd	47.99	111.5984453	SME	Sugar	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Sugar
507514	SDBL	NSE:SDBL	Som Distilleries & Breweries Ltd	129.28	2687.746688	Small Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
507515	CJGEL	NSE:CJGEL	CJ Gelatine Products Ltd	15.51	7.4654268	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
507526	ASALCBR	NSE:ASALCBR	Associated Alcohols & Breweries Ltd	1053.5	1999.457667	Small Cap	Breweries & Distilleries	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Breweries & Distilleries
507530	THAKKERS	NSE:THAKKERS	Thakkers Group Ltd	21.03	3.329575	SME	Trading & Distributors	Services	Services	Commercial Services & Supplies	Trading & Distributors
507543	CORAGRO	NSE:CORAGRO	Coromandel Agro Products & Oils Ltd	2.58	0	SME	Edible Oil	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Edible Oil
507552	FOODSIN	NSE:FOODSIN	Foods & Inns Ltd	85.79	616.2481102	Micro Cap	Packaged Foods	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Packaged Foods
507580	IVP	NSE:IVP	IVP Ltd	162.25	168.8097451	SME	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
507598	KLRFM	NSE:KLRFM	Kovilpatti Lakshmi Roller Flour Mills Ltd	119	107.5935525	SME	Other Food Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Other Food Products
507609	OLYOI	NSE:OLYOI	Olympic Oil Industries Ltd	37.95	10.8309302	SME	Other Agricultural Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Other Agricultural Products
507621	MLKFOOD	NSE:MLKFOOD	Milkfood Ltd	75	182.83635	SME	Dairy Products	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Food Products	Dairy Products
507645	POLSON	NSE:POLSON	Polson Ltd	12000	144	SME	Specialty Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Specialty Chemicals
507663	SAGRSOY-B	NSE:SAGRSOY-B	Sagar Soya Products Ltd	3.26	1.172905	SME	Edible Oil	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Edible Oil
507685	WIPRO	NSE:WIPRO	Wipro Ltd	244.3	2888.158174	Small Cap	Computers - Software & Consulting	Information Technology	Information Technology	IT - Software	Computers - Software & Consulting
507690	ORIBEVER	NSE:ORIBEVER	Orient Beverages Ltd	217.95	47.10987	SME	Other Beverages	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Beverages	Other Beverages
507717	DHANUKA	NSE:DHANUKA	Dhanuka Agritech Ltd	1398	6301.949136	Small Cap	Pesticides & Agrochemicals	Commodities	Chemicals	Fertilizers & Agrochemicals	Pesticides & Agrochemicals
507747	TTKHLTCARE	NSE:TTKHLTCARE	TTK Healthcare Ltd	1183.9	1672.889803	Small Cap	Diversified	Diversified	Diversified	Diversified	Diversified
507753	TGVSL	NSE:TGVSL	TGV Sraac Ltd	125.8	1347.188459	Small Cap	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
507759	LIMECHM	NSE:LIMECHM	Lime Chemicals Ltd	16	10.4075648	SME	Commodity Chemicals	Commodities	Chemicals	Chemicals & Petrochemicals	Commodity Chemicals
507779	KANPRPLA	NSE:KANPRPLA	Kanpur Plastipack Ltd	203.15	456.5745325	SME	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
507785	TAINWALCHM	NSE:TAINWALCHM	Tainwala Chemicals and Plastics (India) Ltd	201.4	188.5881548	SME	Plastic Products - Industrial	Industrials	Capital Goods	Industrial Products	Plastic Products - Industrial
507789	JAGSNPHARM	NSE:JAGSNPHARM	Jagsonpal Pharmaceuticals Ltd	218	1460.162222	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
507794	KHAICHEM	NSE:KHAICHEM	Khaitan Chemicals & Fertilizers Ltd	126.5	1226.913507	Small Cap	Fertilizers	Commodities	Chemicals	Fertilizers & Agrochemicals	Fertilizers
507808	UNTTEMI	NSE:UNTTEMI	United Leasing & Industries Ltd	30	9	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
507813	NOL	NSE:NOL	National Oxygen Ltd	107	53.9535195	SME	Industrial Gases	Commodities	Chemicals	Chemicals & Petrochemicals	Industrial Gases
507815	GILLETTE	NSE:GILLETTE	Gillette India Ltd	9325	30385.70833	Mid Cap	Personal Care	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Personal Products	Personal Care
507817	WIREFABR	NSE:WIREFABR	Wires & Fabriks SA Ltd	212.7	65.0064365	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
507828	ANSALHSG	NSE:ANSALHSG	Ansal Housing Ltd	9.92	69.0787339	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
507833	COMPUPN	NSE:COMPUPN	Computer Point Ltd	4.97	14.9106454	SME	Computers Hardware & Equipments	Information Technology	Information Technology	IT - Hardware	Computers Hardware & Equipments
507836	MCCHRLS-B	NSE:MCCHRLS-B	Mac Charles India Ltd	686	898.73203	Micro Cap	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
507852	ADDIND	NSE:ADDIND	Addi Industries Ltd	128.15	138.3580379	SME	Garments & Apparels	Consumer Discretionary	Textiles	Textiles & Apparels	Garments & Apparels
507864	PIONRINV	NSE:PIONRINV	Pioneer Investcorp Ltd	65.76	80.864417	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
507872	ASHNOOR	NSE:ASHNOOR	Ashnoor Textile Mills Ltd	47.55	75.7581328	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
507878	UNITECH	NSE:UNITECH	Unitech Ltd	7.1	1857.572975	Small Cap	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
507880	VIPIND	NSE:VIPIND	VIP Industries Ltd	429.2	6096.846261	Small Cap	Plastic Products - Consumer	Consumer Discretionary	Consumer Durables	Consumer Durables	Plastic Products - Consumer
507910	FIBERWEB	NSE:FIBERWEB	Fiberweb India Ltd	44.3	125.453607	SME	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
507912	LKPFIN	NSE:LKPFIN	LKP Finance Ltd	829	1273.479956	Small Cap	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
507917	EASTBUILD	NSE:EASTBUILD	East Buildtech Ltd	59.5	11.16696	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
507938	MNPLFIN	NSE:MNPLFIN	Manipal Finance Corporation Ltd	9.5	7.961913	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
507944	BAJAJST	NSE:BAJAJST	Bajaj Steel Industries Ltd	553.85	1152.007949	Small Cap	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
507946	KIDUJA	NSE:KIDUJA	Kiduja India Ltd	21.8	52.3199981	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
507948	KEYCORP	NSE:KEYCORP	Key Corporation Ltd	93.4	0	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
507952	SHIKHARLETR	NSE:SHIKHARLETR	Shikhar Leasing & Trading Ltd	0	0	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
507960	GUJHOTE	NSE:GUJHOTE	Gujarat Hotels Ltd	250.9	95.028749	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
507962	RAJATH	NSE:RAJATH	Rajath Finance Ltd	55.49	110.9800033	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
507966	RASRESOR	NSE:RASRESOR	Ras Resorts & Apart Hotels Ltd	38.94	15.4581748	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
507968	JOLYPLS	NSE:JOLYPLS	Jolly Plastic Industries Ltd	182.55	121.8777	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
507970	PARMCOS-B	NSE:PARMCOS-B	Paramount Cosmetics India Ltd	37.4	18.1577044	SME	Personal Care	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Personal Products	Personal Care
507981	JINDHOT	NSE:JINDHOT	Jindal Hotels Ltd	79.65	55.755001	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
507987	JPTRLES	NSE:JPTRLES	Jupiter Industries & Leasing Ltd	3.62	0.362	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
507998	SIMMOND	NSE:SIMMOND	Simmonds Marshall Ltd	139.4	156.1279931	SME	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
508136	BNALTD	NSE:BNALTD	B & A Ltd	410	127.1	SME	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
508486	HAWKINCOOK	NSE:HAWKINCOOK	Hawkins Cookers Ltd	8700	4600.39818	Small Cap	Houseware	Consumer Discretionary	Consumer Durables	Consumer Durables	Houseware
508494	WARRENTEA	NSE:WARRENTEA	Warren Tea Ltd	50.22	60.016919	SME	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
508571	COCHMAL	NSE:COCHMAL	Cochin Malabar Estates & Industries Ltd	150	26.578605	SME	Tyres & Rubber Products	Consumer Discretionary	Automobile and Auto Components	Auto Components	Tyres & Rubber Products
508664	BESTEAST	NSE:BESTEAST	Best Eastern Hotels Ltd	13.6	22.9160006	SME	Hotels & Resorts	Consumer Discretionary	Consumer Services	Leisure Services	Hotels & Resorts
508670	NEAGI	NSE:NEAGI	Neelamalai Agro Industries Ltd	3680	228.9188	SME	Tea & Coffee	Fast Moving Consumer Goods	Fast Moving Consumer Goods	Agricultural Food & other Products	Tea & Coffee
508807	ISTLTD	NSE:ISTLTD	I S T Ltd	885.5	1032.856941	Small Cap	Auto Components & Equipments	Consumer Discretionary	Automobile and Auto Components	Auto Components	Auto Components & Equipments
508814	COSMOFIRST	NSE:COSMOFIRST	Cosmo First Ltd	875	2273.347	Small Cap	Packaging	Industrials	Capital Goods	Industrial Products	Packaging
508867	NEWMKTADV	NSE:NEWMKTADV	New Markets Advisory Ltd	9.1	0	SME	Software Products	Information Technology	Information Technology	IT - Software	Software Products
508869	APOLLOHOSP	NSE:APOLLOHOSP	Apollo Hospitals Enterprise Ltd	7970.5	114603.5154	Large Cap	Hospital	Healthcare	Healthcare	Healthcare Services	Hospital
508875	NITINCAST	NSE:NITINCAST	Nitin Castings Ltd	495	254.495835	SME	Castings & Forgings	Industrials	Capital Goods	Industrial Products	Castings & Forgings
508905	SMIFS	NSE:SMIFS	SMIFS Capital Markets Ltd	128.9	75.7545264	SME	Other Financial Services	Financial Services	Financial Services	Finance	Other Financial Services
508906	EVERESTIND	NSE:EVERESTIND	Everest Industries Ltd	667.7	1058.688447	Small Cap	Other Construction Materials	Commodities	Construction Materials	Other Construction Materials	Other Construction Materials
508922	MSRINDIA	NSE:MSRINDIA	MSR India Ltd	2.54	15.9715197	SME	Aluminium- Copper & Zinc Products	Industrials	Capital Goods	Industrial Products	Aluminium, Copper & Zinc Products
508933	AYMSYNTEX	NSE:AYMSYNTEX	AYM Syntex Ltd	173.32	1015.327841	Small Cap	Other Textile Products	Consumer Discretionary	Textiles	Textiles & Apparels	Other Textile Products
508941	PANCARBON	NSE:PANCARBON	Panasonic Carbon India Company Ltd	489	234.72	SME	Electrodes & Refractories	Industrials	Capital Goods	Industrial Products	Electrodes & Refractories
508954	FINKURVE	NSE:FINKURVE	Finkurve Financial Services Ltd	118.5	1659.598425	Small Cap	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
508956	HBLEAS	NSE:HBLEAS	HB Leasing & Finance Company Ltd	13.14	16.9016276	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
508961	SHRICON	NSE:SHRICON	Shricon Industries Ltd	141	17.484	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
508963	TRUSTWAVE	NSE:TRUSTWAVE	Trustwave Securities Ltd	17.89	12.3103	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
508969	SULABEN	NSE:SULABEN	Sulabh Engineers & Services Ltd	3.09	31.0467741	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
508980	FRONTCAP	NSE:FRONTCAP	Frontier Capital Ltd	9.37	15.7061437	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
508989	NAVNETEDUL	NSE:NAVNETEDUL	Navneet Education Ltd	157.75	3489.636653	Small Cap	Printing & Publication	Consumer Discretionary	Media, Entertainment & Publication	Printing & Publication	Printing & Publication
508993	KEDIACN	NSE:KEDIACN	Kedia Construction Company Ltd	4.89	0	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
509003	TRANOCE	NSE:TRANOCE	Transoceanic Properties Ltd	0.13	0	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
509009	AUSOMENT	NSE:AUSOMENT	AuSom Enterprise Ltd	102.97	140.55174	SME	Gems- Jewellery And Watches	Consumer Discretionary	Consumer Durables	Consumer Durables	Gems, Jewellery And Watches
509015	THAKRAL	NSE:THAKRAL	Thakral Services India Ltd	14.7	17.2505526	SME	Industrial Products	Industrials	Capital Goods	Industrial Manufacturing	Industrial Products
509020	RUCHINFRA	NSE:RUCHINFRA	Ruchi Infrastructure Ltd	7.46	176.0745763	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
509024	GOLDLEG	NSE:GOLDLEG	Golden Legand Leasing & finance Ltd	11.57	17.2045895	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
509026	VJTFEDU	NSE:VJTFEDU	VJTF Eduservices Ltd	115.9	203.9840026	SME	Education	Consumer Discretionary	Consumer Services	Other Consumer Services	Education
509038	VOLLF	NSE:VOLLF	Voltaire Leasing & Finance Ltd	11.9	4.9004198	SME	Non Banking Financial Company (NBFC)	Financial Services	Financial Services	Finance	Non Banking Financial Company (NBFC)
509040	NETLINK	NSE:NETLINK	Netlink Solutions India Ltd	164	41.47929	SME	Software Products	Information Technology	Information Technology	IT - Software	Software Products
509046	TRILIANCE	NSE:TRILIANCE	Triliance Polymers Ltd	86.83	0	SME	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
509048	LANCORHOL	NSE:LANCORHOL	Lancor Holdings Ltd	21.74	159.8988505	SME	Residential- Commercial Projects	Consumer Discretionary	Realty	Realty	Residential, Commercial Projects
509051	INDINFO	NSE:INDINFO	Indian Infotech & Software Ltd	0.76	127.2553104	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
509053	BANASFN	NSE:BANASFN	Banas Finance Ltd	8.24	73.8119897	SME	Investment Company	Financial Services	Financial Services	Finance	Investment Company
509055	VISAKAIND	NSE:VISAKAIND	Visaka Industries Ltd	81.9	707.6549156	Micro Cap	Cement & Cement Products	Commodities	Construction Materials	Cement & Cement Products	Cement & Cement Products
509069	INFOMEDIA	NSE:INFOMEDIA	Infomedia Press Ltd	7.85	40.6083306	SME	Printing & Publication	Consumer Discretionary	Media, Entertainment & Publication	Printing & Publication	Printing & Publication
509073	HATHWAYB	NSE:HATHWAYB	Hathway Bhawani Cabletel & Datacom Ltd	15.5	12.555	SME	TV Broadcasting & Software Production	Consumer Discretionary	Media, Entertainment & Publication	Entertainment	TV Broadcasting & Software Production
509079	GUFICBIO	NSE:GUFICBIO	Gufic Biosciences Ltd	343.75	3443.62739	Small Cap	Pharmaceuticals	Healthcare	Healthcare	Pharmaceuticals & Biotechnology	Pharmaceuticals
509152	GRPLTD	NSE:GRPLTD	GRP Ltd	2171	1157.86616	Small Cap	Rubber	Industrials	Capital Goods	Industrial Products	Rubber
509162	INDAG	NSE:INDAG	Indag Rubber Ltd	121.25	318.28125	SME	Tyres & Rubber Products	Consumer Discretionary	Automobile and Auto Components	Auto Components	Tyres & Rubber Products
509196	MMRUBBR-B	NSE:MMRUBBR-B	MM Rubber Company Ltd	96.8	60.3168659	SME	Tyres & Rubber Products	Consumer Discretionary	Automobile and Auto Components	Auto Components	Tyres & Rubber Products
509220	PTL	NSE:PTL	PTL Enterprises Ltd	39.76	527.138	Micro Cap	Diversified Commercial Services	Services	Services	Commercial Services & Supplies	Diversified Commercial Services
509243	TVSSRICHAK	NSE:TVSSRICHAK	TVS Srichakra Ltd	4105	3143.218615	Small Cap	Tyres & Rubber Products	Consumer Discretionary	Automobile and Auto Components	Auto Components	Tyres & Rubber Products
